date,previous close,volume,avg volume,open,high,low,52 week high,52 week low,sentiment,up_down
2018-06-08,60.1800,"6,073,275","6,822,417",59.2300,60.3950,58.8310,62.7233,31.3433,1.6565686628186629,1
