,Open,Volume,Up or Down
343,210.79895,14328300,0.0
344,212.60719300000002,13981800,1.0
345,207.28680400000002,15272800,0.0
346,209.894836,26413000,1.0
347,220.51576200000002,30771600,1.0
348,221.558975,21757200,1.0
349,226.95884700000002,35744800,1.0
350,231.698029,25750100,1.0
351,230.709457,18312400,0.0
352,234.11232,18131900,1.0
353,235.32940699999997,20382200,1.0
354,230.654816,15412700,0.0
355,230.033844,16648100,0.0
356,222.204773,41237700,0.0
357,224.12727400000003,29263600,1.0
358,217.932556,82768100,0.0
359,202.373749,45778400,0.0
360,216.60618599999998,31130300,1.0
361,224.17198199999999,37723300,1.0
362,218.34983799999998,26020200,0.0
363,216.09451299999998,17014300,0.0
364,213.22814900000003,17289400,0.0
365,213.893829,44418900,1.0
366,193.258041,54597700,0.0
367,200.605255,23769000,1.0
368,195.538208,36801300,0.0
369,191.410065,17997000,0.0
370,190.257553,33476700,0.0
371,183.04943799999998,41878800,0.0
372,184.40065,23979700,1.0
373,179.805542,30644900,0.0
374,172.20001200000002,39692000,0.0
375,171.54924,29498600,0.0
376,169.532349,26062300,0.0
377,171.71813999999998,42908200,1.0
378,183.73498500000002,28826600,1.0
379,182.036026,17484900,0.0
380,182.388733,13036500,1.0
381,181.623718,25266400,0.0
382,187.430939,13052800,1.0
383,189.403122,20557200,1.0
384,195.329575,79388100,1.0
385,183.08918799999998,24279200,0.0
386,180.963013,36898900,0.0
387,190.908325,24079500,1.0
388,189.224274,17995600,0.0
389,181.330612,20892500,0.0
390,175.821457,23643800,0.0
391,176.54673799999998,28001700,1.0
392,170.640152,38902500,0.0
393,169.363449,27462100,0.0
394,167.480698,37141400,0.0
395,174.25166299999998,25703600,1.0
396,173.178635,20163600,0.0
397,168.305328,17214600,0.0
398,170.063904,20950600,1.0
399,173.874115,19790000,1.0
400,168.777267,15290700,0.0
401,170.068863,14966000,1.0
402,183.118988,30558600,1.0
403,182.358932,14138700,0.0
404,184.654007,18007800,1.0
405,188.742416,38302400,1.0
406,193.337524,29614700,1.0
407,193.11398300000002,73517800,0.0
408,193.506424,16351000,1.0
409,193.690231,31635700,1.0
410,202.781097,26995400,1.0
411,201.931625,17308700,0.0
412,204.872498,14143100,1.0
413,202.224716,18761400,0.0
414,206.86454799999998,22358800,1.0
415,203.17851299999998,12112200,0.0
416,202.99472,13191000,0.0
417,200.421448,16626300,0.0
418,202.646973,16381000,1.0
419,204.95198100000002,13651500,1.0
420,204.177032,24702500,0.0
421,222.99960299999998,45395900,1.0
422,218.280304,17787600,0.0
423,218.39454700000002,19262300,1.0
424,212.48797599999997,14650200,0.0
425,210.08857700000002,16784200,0.0
426,207.962402,14939000,0.0
427,207.882919,20857100,0.0
428,199.24411,26379000,0.0
429,196.894394,16249300,0.0
430,196.238663,9364400,0.0
431,197.51535,12208800,1.0
432,196.27839699999998,10303700,0.0
433,196.57148700000002,18400000,1.0
434,202.835754,12454800,1.0
435,200.406555,17901100,0.0
436,190.530777,20306300,0.0
437,186.75036599999999,17291800,0.0
438,186.780182,13066500,1.0
439,184.107559,21426000,0.0
440,188.166153,11745800,1.0
441,185.433929,22944500,0.0
442,182.736481,17320600,0.0
443,185.89592,18082700,1.0
444,187.45578,19231900,1.0
445,188.315186,16495700,1.0
446,191.032516,7381600,1.0
447,187.91777,8688100,0.0
448,185.69224499999999,16066300,0.0
449,185.563095,12637600,0.0
450,192.17012,12855800,1.0
451,186.874557,11189200,0.0
452,187.073273,20652900,1.0
453,195.34944199999998,17938400,1.0
454,192.622177,20853700,0.0
455,194.82783500000002,12395000,1.0
456,192.915268,10103400,0.0
457,189.219315,15417700,0.0
458,193.655457,15645000,1.0
459,192.06083700000002,13659500,0.0
460,193.292816,10678100,1.0
461,194.162155,15365400,1.0
462,192.761276,8132300,0.0
463,194.266479,17602400,1.0
464,199.492493,11900600,1.0
465,200.078674,10698700,1.0
466,202.060791,7148600,1.0
467,201.544144,8267500,0.0
468,200.699646,7469200,0.0
469,202.676788,13402900,1.0
470,206.457199,12597300,1.0
471,208.66284199999998,4341400,1.0
472,209.398071,10036000,1.0
473,210.322052,7422000,1.0
474,211.648438,12162300,1.0
475,210.35186800000002,8930400,0.0
476,207.90278600000002,12020200,0.0
477,209.681229,9877100,1.0
478,205.66236899999998,13939000,0.0
479,203.839218,15202400,0.0
480,201.007645,11699300,0.0
481,203.55110200000001,17184600,1.0
482,196.228714,17147800,0.0
483,200.83377099999998,25240400,1.0
484,191.822388,23662100,0.0
485,195.140793,16277300,1.0
486,191.266006,11597100,0.0
487,192.845718,11135700,1.0
488,192.433411,11355500,0.0
489,189.76576200000002,8220200,0.0
490,192.746368,9250200,1.0
491,191.310715,10997400,0.0
492,186.58644099999998,14287800,0.0
493,181.310745,12736200,0.0
494,188.553635,10256600,1.0
495,184.54968300000002,7945000,0.0
496,190.173111,11561000,1.0
497,190.163177,8678000,0.0
498,185.73199499999998,8579200,0.0
499,185.99031100000002,7582000,1.0
500,184.54968300000002,10001200,0.0
501,185.846252,13483400,1.0
502,190.500977,11782500,1.0
503,191.946579,10226400,1.0
504,191.90683,9968800,0.0
505,187.828354,8098900,0.0
506,187.644547,8382300,0.0
507,187.59983799999998,7331900,0.0
508,186.010178,7010200,0.0
509,185.334579,4965400,0.0
510,186.5914,8382000,1.0
511,189.159698,8978000,1.0
512,188.379776,8141300,0.0
513,189.512405,5958200,1.0
514,189.264023,5380400,0.0
515,188.707642,8201500,0.0
516,189.81543,7496500,1.0
517,188.469193,7733900,0.0
518,187.142822,6206800,0.0
519,187.907837,9117200,1.0
520,191.256058,10955100,1.0
521,196.298264,19663300,1.0
522,200.843704,10801900,1.0
523,202.423431,15778200,1.0
524,203.67529299999998,14305800,1.0
525,206.38765,28771600,1.0
526,202.23466499999998,18414400,0.0
527,198.856628,21523100,0.0
528,201.181503,9359500,1.0
529,201.479568,11549100,1.0
530,201.43983500000002,10647500,0.0
531,201.83725,11829800,1.0
532,200.734421,10281100,0.0
533,201.256027,6664700,1.0
534,199.65145900000002,7351200,0.0
535,199.348434,11000400,0.0
536,201.176544,13410200,1.0
537,206.010101,11654800,1.0
538,203.784576,14768300,0.0
539,211.027466,15265100,1.0
540,214.385635,19704500,1.0
541,211.136765,11344000,0.0
542,212.895325,9750900,1.0
543,212.49791000000002,7292100,0.0
544,212.468094,8694900,0.0
545,208.792007,10489700,0.0
546,210.128311,12112800,1.0
547,208.757233,23156600,0.0
548,228.01200899999998,23447200,1.0
549,229.64637799999997,30405400,1.0
550,236.601135,17433000,1.0
551,237.202225,18494300,1.0
552,242.26429700000003,14154800,1.0
553,240.38652000000002,13293800,0.0
554,235.875854,13211500,0.0
555,237.485382,12652400,1.0
556,237.83312999999998,10923100,1.0
557,232.23950200000002,10541400,0.0
558,234.58921800000002,9879100,1.0
559,235.35424799999998,10047800,1.0
560,236.933975,9857800,1.0
561,233.655304,16033500,0.0
562,236.710434,9821800,1.0
563,235.35922200000002,5629600,0.0
564,235.915604,8740100,1.0
565,238.79686,14540700,1.0
566,245.12072799999999,16850200,1.0
567,245.90065,10251300,1.0
568,245.031311,11093600,0.0
569,247.58966099999998,10315500,1.0
570,246.66567999999998,16964500,0.0
571,253.834061,9059900,1.0
572,250.61996499999998,3487800,0.0
573,249.065079,14744600,0.0
574,239.010468,15696500,0.0
575,245.523102,12712700,1.0
576,240.53057900000002,11227400,0.0
577,241.4198,11335900,1.0
578,239.939423,9863400,0.0
579,242.125214,8259300,1.0
580,241.906631,8958400,0.0
581,243.53106699999998,9389200,1.0
582,239.41285699999997,8001400,0.0
583,240.893219,6569200,1.0
584,240.361679,8416200,0.0
585,240.77896099999998,9384800,1.0
586,238.57330299999998,9559500,0.0
587,239.76058999999998,10449000,1.0
588,239.69601400000002,16137400,0.0
589,229.368179,13259600,0.0
590,233.48143,8792400,1.0
591,230.590225,13997000,0.0
592,227.27182000000002,8028400,0.0
593,226.784988,4175500,0.0
594,228.513733,8517900,1.0
595,232.050735,6272900,1.0
596,229.55694599999998,5151600,0.0
597,231.49435400000002,15513200,1.0
598,232.98466499999998,15877700,1.0
599,239.69104,13833500,1.0
600,242.26927200000003,9570600,1.0
601,241.15650899999997,10832700,0.0
602,240.649811,12014600,0.0
603,246.993546,14510100,1.0
604,249.373062,9005500,1.0
605,252.135101,15236200,1.0
606,250.06854199999998,13485200,0.0
607,245.66220099999998,11941100,0.0
608,242.41332999999997,10021200,0.0
609,244.658737,10878900,1.0
610,238.84156800000002,9391600,0.0
611,240.659744,12197400,1.0
612,248.881271,12819800,1.0
613,243.87879900000001,11064400,0.0
614,247.39096099999998,9613400,1.0
615,245.403885,8415200,0.0
616,246.640839,24570900,1.0
617,251.365112,31521000,1.0
618,239.745682,12654600,0.0
619,237.20719900000003,14507500,0.0
620,232.537567,10712900,0.0
621,235.37908900000002,8293100,1.0
622,232.512726,8206400,0.0
623,234.30110200000001,9780400,1.0
624,228.851547,11583800,0.0
625,228.091492,8178000,0.0
626,228.513733,11471600,1.0
627,231.49435400000002,8137300,1.0
628,229.904694,12434200,0.0
629,232.721375,8188000,1.0
630,233.401947,11354500,1.0
631,237.798355,11562400,1.0
632,236.33784500000002,7815600,0.0
633,234.887283,7991400,0.0
634,226.029892,18746600,0.0
635,223.749725,16169000,0.0
636,219.90472400000002,17483300,0.0
637,221.116852,13252700,1.0
638,217.097992,12792800,0.0
639,222.28922999999998,15165300,1.0
640,229.850052,13153100,1.0
641,228.12625099999997,10795300,0.0
642,227.52020299999998,10020000,0.0
643,224.822739,6975800,0.0
644,223.600693,12837400,0.0
645,220.18292200000002,16138000,0.0
646,222.482956,7939500,1.0
647,221.385101,11391800,0.0
648,220.192856,10462800,0.0
649,221.45465099999998,6887500,1.0
650,221.211227,11671900,0.0
651,226.332916,11435200,1.0
652,229.23405499999998,8276000,1.0
653,228.78695699999997,9481800,0.0
654,230.277267,7530900,1.0
655,229.44270299999997,9242800,0.0
656,230.774033,8028800,1.0
657,229.55694599999998,6804200,0.0
658,227.40097000000003,6941700,0.0
659,230.52565,13088100,1.0
660,234.54451,7606600,1.0
661,234.12722799999997,5466900,0.0
662,234.961807,6164000,1.0
663,232.03582799999998,5997200,0.0
664,231.52415499999998,7673500,0.0
665,230.50080899999998,5450900,0.0
666,232.711441,5625800,1.0
667,232.7164,10221800,1.0
668,235.369156,6461900,1.0
669,234.107361,11414700,0.0
670,235.71688799999998,22162400,1.0
671,243.675125,24481100,1.0
672,238.49879500000003,11422900,0.0
673,237.75860600000001,7437400,0.0
674,238.449112,7985200,1.0
675,237.505264,8303300,0.0
676,238.483887,5889300,1.0
677,238.026871,7329700,0.0
678,234.56935099999998,7364000,0.0
679,232.81079100000002,6165200,0.0
680,231.603638,7235000,0.0
681,233.541046,7951300,1.0
682,234.54451,6079300,1.0
683,231.558929,5847900,0.0
684,231.568863,7830200,1.0
685,232.01098599999997,7420400,1.0
686,229.422821,5926300,0.0
687,231.23603799999998,7795600,1.0
688,229.48741099999998,8291500,0.0
689,229.50727799999999,13193600,1.0
690,234.70347599999997,9381800,1.0
691,234.48986800000003,7439800,0.0
692,233.24794,12398600,0.0
693,234.971741,7727900,1.0
694,238.856476,10186200,1.0
695,236.03979500000003,8401400,0.0
696,238.30009500000003,10766400,1.0
697,240.93296800000002,10503800,1.0
698,240.684586,14585700,0.0
699,248.662689,17964600,1.0
700,248.881271,9660200,1.0
701,247.346252,14294300,0.0
702,253.22799700000002,21030000,1.0
703,256.705383,15875900,1.0
704,258.195679,21399200,1.0
705,256.432159,12799000,0.0
706,255.34919700000003,9355700,0.0
707,252.711349,12922400,0.0
708,251.90658599999998,14159400,0.0
709,251.057114,9302500,0.0
710,252.453033,12428400,1.0
711,251.454529,9734600,0.0
712,255.344238,8767200,1.0
713,256.809692,8732700,1.0
714,253.83902,8876700,0.0
715,256.541443,14501000,1.0
716,262.780853,15953000,1.0
717,264.643738,11452900,1.0
718,260.80371099999996,12325700,0.0
719,260.74411000000003,8391000,0.0
720,261.310425,7811600,1.0
721,261.04715,7020400,0.0
722,263.814148,3767800,1.0
723,266.049591,9949900,1.0
724,268.876221,5529500,1.0
725,269.745575,7508100,1.0
726,270.138,7762100,1.0
727,270.048584,6661500,0.0
728,271.166321,6927900,1.0
729,272.184692,10542200,1.0
730,273.371979,13284700,1.0
731,275.726654,8713400,1.0
732,275.155365,12239000,0.0
733,274.941772,22399000,0.0
734,254.29605099999998,35775700,0.0
735,257.82806400000004,12796000,1.0
736,253.004456,11216600,0.0
737,256.819641,11162000,1.0
738,252.72625699999998,13856200,0.0
739,252.621933,11089800,0.0
740,254.80275,7978000,1.0
741,258.434143,8596400,1.0
742,253.600571,8913900,0.0
743,255.200165,6350800,1.0
744,253.377029,6393600,0.0
745,249.874802,7350400,0.0
746,253.22799700000002,8584000,1.0
747,257.992004,8190400,1.0
748,258.717285,9755900,1.0
749,253.44160499999998,11826700,0.0
750,258.09137000000004,6399800,1.0
751,256.193695,7314500,0.0
752,252.855423,10889300,0.0
753,244.420288,17403600,0.0
754,247.112762,11030000,1.0
755,249.606552,5429600,1.0
756,247.857925,7268100,0.0
757,253.332321,6547600,1.0
758,256.332794,6193400,1.0
759,254.64875800000002,4977400,0.0
760,255.552872,4680300,1.0
761,254.112244,6590200,0.0
762,252.27916000000002,5131700,0.0
763,254.524567,5337800,1.0
764,254.892166,5993800,1.0
765,255.84596299999998,7435400,1.0
766,260.00888100000003,6668900,1.0
767,262.969635,7298900,1.0
768,257.256805,7374800,0.0
769,258.95575,6493500,1.0
770,256.824615,5442300,0.0
771,258.58316,6010800,1.0
772,260.33676099999997,3806600,1.0
773,259.909546,5565600,0.0
774,261.563782,4423400,1.0
775,261.558807,8486100,0.0
776,267.892609,11125600,1.0
777,271.732635,11121800,1.0
778,276.372467,16127600,1.0
779,278.687408,10662800,1.0
780,280.177704,5496600,1.0
781,283.357025,6735500,1.0
782,284.017731,4139300,1.0
783,281.66803,5313200,0.0
784,283.143433,9483800,1.0
785,289.80508399999997,14226900,1.0
786,291.230835,7809400,1.0
787,290.65457200000003,6012200,0.0
788,291.658051,10203200,1.0
789,295.57754500000004,10121300,1.0
790,305.567566,17649500,1.0
791,308.672394,10841200,1.0
792,314.772705,23751300,1.0
793,309.973907,13736100,0.0
794,317.172089,13977800,1.0
795,307.246643,12128900,0.0
796,313.188019,12139300,1.0
797,315.651978,24738100,1.0
798,325.1651,31783200,1.0
799,317.271454,13415400,0.0
800,328.488495,13675600,1.0
801,334.181458,14904600,1.0
802,337.147186,11666200,1.0
803,334.837219,6751400,0.0
804,336.695129,6172400,1.0
805,336.565948,13890900,0.0
806,348.081055,13842900,1.0
807,349.124298,13139200,1.0
808,352.95935099999997,11758900,1.0
809,351.210724,17882900,0.0
810,366.39694199999997,16982200,1.0
811,368.17041,16654500,1.0
812,364.926514,33239100,0.0
813,335.706543,22924200,0.0
814,326.744843,20587600,0.0
815,320.411041,17000500,0.0
816,334.46463,16294500,1.0
817,317.221771,14025900,0.0
818,314.92172200000005,18203100,0.0
819,312.76080299999995,11126600,0.0
820,316.183533,19809000,1.0
821,319.804962,14118200,1.0
822,332.835236,5512900,1.0
823,337.902283,13668400,1.0
824,335.219727,17924800,0.0
825,338.85110499999996,15935900,1.0
826,343.143188,12496700,1.0
827,353.20275899999996,15893500,1.0
828,343.272339,8706300,0.0
829,336.96337900000003,8518500,0.0
830,344.126801,8473900,1.0
831,346.645416,9881800,1.0
832,355.184875,7754200,1.0
833,355.681641,7762500,1.0
834,357.64386,12357900,1.0
835,354.693054,12398200,0.0
836,345.905212,10147100,0.0
837,341.533661,7394600,0.0
838,341.777069,11043200,1.0
839,334.901794,14426500,0.0
840,334.926636,8899700,1.0
841,340.699066,8901900,1.0
842,346.68515,10833900,1.0
843,345.249481,3277900,0.0
844,347.236572,5092800,1.0
845,351.250458,5923100,1.0
846,350.18737799999997,5158600,0.0
847,347.02792400000004,4783200,0.0
848,344.19632,8669700,0.0
849,340.415924,6547200,0.0
850,337.64892599999996,10789200,0.0
851,324.857117,12890000,0.0
852,324.390167,10747500,0.0
853,312.984344,13566900,0.0
854,320.420959,12750700,1.0
855,319.273438,10018600,0.0
856,323.466156,8952700,1.0
857,320.863098,11208800,0.0
858,312.452789,21257300,0.0
859,308.374329,16540400,0.0
860,302.214386,17190200,0.0
861,279.199066,19126600,0.0
862,278.543335,34152000,0.0
863,277.594513,18924000,0.0
864,293.992859,14022500,1.0
865,283.640198,11709000,0.0
866,278.424133,12647600,0.0
867,272.820557,15982400,0.0
868,267.763458,29936000,0.0
869,262.626862,35429900,0.0
870,252.890198,26485300,0.0
871,243.133652,22552200,0.0
872,253.918503,15372000,1.0
873,246.824646,15960800,0.0
874,253.059097,13746500,1.0
875,258.57818599999996,11727700,1.0
876,260.003937,13411200,1.0
877,259.561798,13335500,0.0
878,267.435577,13037500,1.0
879,262.448029,10548300,0.0
880,265.741608,12783400,1.0
881,250.12815899999998,13411000,0.0
882,254.767975,11429400,1.0
