date,Close,Volume,Open,High,Low
2016/10/07,63.93,3771722,64.555,64.795,63.01
2016/10/06,64.35,3098478,64.21,64.765,63.435
2016/10/05,64.45,2866428,64.365,65.075,64.2729
2016/10/04,63.785,4674942,64.605,65.075,63.087
2016/10/03,64.15,3399838,64.075,64.34,63.325
2016/09/30,64.295,3331478,63.58,64.9346,63.265
2016/09/29,63,4767026,64.09,64.405,62.155
2016/09/28,64.365,3143314,64.245,64.48,63.3905
2016/09/27,64.015,3443356,62.18,64.13,61.94
2016/09/26,62.25,3397466,62.735,62.96,61.94
2016/09/23,63.835,3040752,64.8,64.835,63.54
2016/09/22,65.005,3249302,64.71,65.2789,64.48
2016/09/21,63.52,5758086,62.5,63.805,61.445
2016/09/20,61.725,3154560,62,62.5,61.44
2016/09/19,61.385,3801744,62.675,63.2674,61.055
2016/09/16,62.2,3396838,62.115,62.4098,61.3
2016/09/15,62.27,5495996,59.6,62.565,59.55
2016/09/14,59.51,4639828,58.905,60.5,58.845
2016/09/13,58.755,5215072,59.37,59.94,57.845
2016/09/12,60.175,5437024,56.38,60.571,56.275
2016/09/09,57.24,6686872,60.425,60.8,57.24
2016/09/08,61.935,2911906,62.5,62.535,61.455
2016/09/07,63.015,2416146,63.095,63.37,62.345
2016/09/06,62.9,2748902,62.125,62.95,61.7
2016/09/02,61.755,3779900,62.125,62.495,61.104
2016/09/01,61.04,3571480,60.81,61.41,59.91
2016/08/31,60.77,2983570,60.665,60.9389,59.975
2016/08/30,60.93,2739000,61.26,61.775,60.31
2016/08/29,61.485,2074348,61.35,62.0375,61.315
2016/08/26,61.315,4470542,61.1,62.48,60.2
2016/08/25,61.02,2417344,60.825,61.58,60.615
2016/08/24,61.31,2946938,62.425,62.695,60.7255
2016/08/23,62.515,2603634,62.9,63.26,62.4701
2016/08/22,62.145,3051594,61.79,62.545,61.47
2016/08/19,62.085,3066116,61.83,62.485,61.3099
2016/08/18,62.17,2363194,61.915,62.41,61.6
2016/08/17,62.11,3729502,61.82,62.155,60.79
2016/08/16,61.82,2605120,62.445,62.5,61.7341
2016/08/15,62.81,2376232,62.25,63.2225,62.19
2016/08/12,62.03,2840836,61.55,62.03,61.37
2016/08/11,61.915,2856224,61.7,62.2996,61.365
2016/08/10,61.125,3649724,61.645,61.74,60.6251
2016/08/09,61.6,3318810,61.3,62.1636,61.2
2016/08/08,61.195,3159644,61.495,61.529,60.585
2016/08/05,61.39,5142414,60.63,61.775,60.3751
2016/08/04,59.665,3495762,59.12,59.835,58.685
2016/08/03,59.135,3531596,58.45,59.165,58.337
2016/08/02,58.58,6699878,59.675,59.845,57.435
2016/08/01,59.93,4379400,59.15,60.385,58.93
2016/07/29,59.005,4273150,59.04,59.49,58.47
2016/07/28,58.62,3617150,58.31,58.84,57.76
2016/07/27,57.99,5431962,58.275,58.4849,57.305
2016/07/26,56.88,5638210,56.635,57.48,56
2016/07/25,56.69,3169100,56.515,56.695,56.1
2016/07/22,56.64,3605210,56.12,56.85,55.5698
2016/07/21,55.99,4693326,56.495,56.79,55.51
2016/07/20,56.325,3767934,55.295,56.661,55.135
2016/07/19,54.46,3266240,54.5,54.96,54.1675
2016/07/18,55.03,3487182,54.1,55.34,54.055
2016/07/15,53.955,3533966,54.61,54.705,53.625
2016/07/14,54.26,4546976,54.235,54.55,53.855
2016/07/13,53.18,5239546,53.99,54.02,53.145
2016/07/12,53.555,4799410,53.705,53.98,53.346
2016/07/11,52.725,5936862,52.43,53.3283,52.38
2016/07/08,51.84,6243344,50.285,51.96,50.15
2016/07/07,49.55,5248268,49.305,49.9,48.875
2016/07/06,49.085,7218234,47.3,49.1906,46.835
2016/07/05,47.955,5446888,48.19,48.28,47.18
2016/07/01,48.82,5468980,48.075,49.405,48.02
2016/06/30,48.16,6890786,46.75,48.215,46.3
2016/06/29,46.47,8653176,45.255,46.795,45.17
2016/06/28,44.175,8289430,42.835,44.235,42.795
2016/06/27,41.57,9864936,43.135,43.195,40.9
2016/06/24,44.14,13539076,45,47.175,43.8
2016/06/23,50.3,5272470,49.385,50.32,48.775
2016/06/22,48.265,4273814,48.72,49.525,48.125
2016/06/21,48.58,3587216,48.395,48.885,48.056
2016/06/20,48.1,5781482,48.945,49.565,48.03
2016/06/17,47.25,6955130,48.725,48.725,46.925
2016/06/16,48.925,6830838,47.86,49.115,46.8914
2016/06/15,48.575,4425370,49.335,49.495,48.305
2016/06/14,49.015,5884720,48.59,49.495,47.9
2016/06/13,48.99,4936758,49.435,50.2268,48.8
2016/06/10,50.28,6737878,50.63,50.89,49.7155
2016/06/09,52.03,4149048,51.635,52.185,51.335
2016/06/08,52.26,3411994,52.315,52.59,51.7
2016/06/07,52.03,3205742,52.57,52.65,51.93
2016/06/06,52.4,3581682,52.08,52.815,51.86
2016/06/03,51.845,6478470,52.265,52.3605,50.83
2016/06/02,52.565,4356632,51.915,52.595,51.1
2016/06/01,52.27,4183798,51.775,52.605,51.635
2016/05/31,52.25,4673924,52.225,52.495,51.475
2016/05/27,51.94,4459762,51.255,51.98,51.25
2016/05/26,51.17,3962696,50.915,51.355,50.51
2016/05/25,50.745,5872396,50.245,51.175,49.965
2016/05/24,49.675,6221200,47.615,49.825,47.58
2016/05/23,46.81,3596690,47.16,47.69,46.715
2016/05/20,47.04,5216426,46.075,47.58,45.995
2016/05/19,45.52,10576404,45.685,46.068,44.525
2016/05/18,46.25,9896140,45.475,46.995,45.16
2016/05/17,45.73,7788702,47.5,47.835,45.395
2016/05/16,47.555,4882036,45.975,48.06,45.925
2016/05/13,45.79,6492088,46.32,47.0799,45.575
2016/05/12,46.35,7692364,47.38,47.465,45.38
2016/05/11,47.01,5283560,48.095,48.52,46.94
2016/05/10,48.33,4839036,46.88,48.36,46.64
2016/05/09,46.385,4911828,46.025,47.015,45.96
2016/05/06,45.98,6530026,44.6,46.02,44.475
2016/05/05,45.325,5966698,45.78,46.12,45.005
2016/05/04,45.35,6419176,45.415,45.885,44.99
2016/05/03,46.265,6068122,46.535,47.16,45.84
2016/05/02,47.53,4915512,46.595,47.745,46.025
2016/04/29,46.305,7967926,46.895,47.28,45.1491
2016/04/28,47.055,6665924,48.945,49.785,46.72
2016/04/27,48.785,7590970,48.47,49.095,47.53
2016/04/26,49.985,4516688,50.975,51.285,49.51
2016/04/25,50.68,4018318,50.165,50.71,49.965
2016/04/22,50.72,8386332,51.085,51.775,49.49
2016/04/21,53.125,5504012,53.08,53.68,52.405
2016/04/20,53.11,4480380,52.91,53.825,52.4201
2016/04/19,52.98,6587680,54.45,54.5,52.125
2016/04/18,53.91,4210022,52.685,54.02,52.58
2016/04/15,53.125,3460176,53.36,53.74,52.7201
2016/04/14,53.535,4630890,53.515,54.125,53.115
2016/04/13,53.5,6748698,52.745,53.755,52.535
2016/04/12,51.49,7595080,50.41,51.84,49.47
2016/04/11,50.315,5676054,51.52,52.275,50.275
2016/04/08,50.86,6924760,51.905,52.265,50.33
2016/04/07,50.98,10483284,52.375,52.635,50.315
2016/04/06,53.28,7579332,51,53.3199,50.95
2016/04/05,50.845,6097182,51.055,51.66,50.58
2016/04/04,52.25,5688522,52.825,53,51.9356
2016/04/01,52.905,6786438,50.42,52.965,50.135
2016/03/31,51.2,4931996,51.385,51.96,51.035
2016/03/30,51.5,8740330,51.665,52.455,51.17
2016/03/29,50.74,7471772,48.16,50.85,47.925
2016/03/28,48.425,5380688,49.09,49.1,48.19
2016/03/24,48.6,5286250,47.825,48.69,47.65
2016/03/23,48.615,6430772,49.535,49.645,48.275
2016/03/22,49.8,5287106,48.56,50.175,48.515
2016/03/21,49.36,5659430,48.57,49.525,48.475
2016/03/18,48.78,6144224,48.9,49.19,48.055
2016/03/17,48.5,5301920,48.27,48.935,47.7051
2016/03/16,48.64,7326976,47.01,49.045,47.01
2016/03/15,47.43,8036110,46.98,47.56,46.505
2016/03/14,47.46,6539328,46.71,47.81,46.655
2016/03/11,47.185,7067728,46.31,47.235,45.915
2016/03/10,44.86,14296510,45.75,46.43,43.135
2016/03/09,45.03,8669166,44.78,45.109,44
2016/03/08,44.185,8844674,44.42,45.625,44.01
2016/03/07,45.385,7870266,45.525,46.335,44.385
2016/03/04,46.245,9901934,46.34,47.1309,45.315
2016/03/03,46.165,8598396,46.305,46.345,45.185
2016/03/02,46.425,8067284,46.2,46.4745,45.355
2016/03/01,46.375,12946506,43.485,46.385,43.14
2016/02/29,42.325,9547566,43.375,44.345,42.325
2016/02/26,43.475,10345748,44.57,44.675,43.1805
2016/02/25,43.575,10791894,42.685,43.625,41.525
2016/02/24,42.405,14552276,39.785,42.55,39.02
2016/02/23,41.18,11135010,42.575,42.9435,41.14
2016/02/22,43.34,10317194,42.5095,43.485,42.39
2016/02/19,41.385,9952606,40.495,41.73,40.11
2016/02/18,40.96,10733050,42.85,42.865,40.825
2016/02/17,42.4,15200532,40.665,42.615,40.3
2016/02/16,39.66,12433700,38.91,39.66,38.185
2016/02/12,37.185,13174292,36.78,37.34,35.81
2016/02/11,35.665,19838364,34.4,36.455,34.09
2016/02/10,35.75,15608144,36.625,37.96,35.695
2016/02/09,35.33,19128162,34.27,36.9945,34.11
2016/02/08,35.745,21412700,35.365,36.19,33.67
2016/02/05,37.455,17877410,41.35,41.3905,36.99
2016/02/04,41.75,11816998,41.41,42.775,40.325
2016/02/03,41.825,19594326,43.225,43.235,39.57
2016/02/02,42.425,10630050,44.766,44.766,42.01
2016/02/01,45.3,9490244,44.31,45.87,43.825
2016/01/29,45.045,10731308,42.385,45.045,42.2751
2016/01/28,42.29,13086880,42.595,42.7,40.255
2016/01/27,40.685,14862214,43.155,43.705,40.1
2016/01/26,43.955,10083240,43.3,44.475,42.19
2016/01/25,42.735,11513026,44.35,45.045,42.65
2016/01/22,44.75,11936148,43.625,44.82,43.255
2016/01/21,41.2,14050676,41.565,43.005,39.93
2016/01/20,41.05,23019620,39.48,42.39,36.77
2016/01/19,41.425,10764620,42.865,43.062,40.005
2016/01/15,41.25,23513240,40.89,42.65,39.465
2016/01/14,45.425,15120314,43.205,46.575,41.15
2016/01/13,42.665,17179598,48.225,48.56,42.5
2016/01/12,47.65,13195996,47.335,48.365,45.7
2016/01/11,46.095,13979760,46.645,47.015,43.95
2016/01/08,45.695,13809268,47.815,48.685,45.485
2016/01/07,46.8,14128278,48.35,50.25,46.73
2016/01/06,51.72,10141156,50.49,52.525,50.42
2016/01/05,53.145,5504220,54.25,54.465,52.42
2016/01/04,53.625,11063074,53.31,53.625,51.3675
2015/12/31,57.115,7324440,58.67,58.985,57.05
2015/12/30,59.315,3722214,60.76,60.835,59.27
2015/12/29,60.87,6039842,59.225,61.31,59.105
2015/12/28,58.215,4273294,57.82,58.215,56.595
2015/12/24,58.23,2021586,58.3,58.77,58.2
2015/12/23,58.35,4559804,57.94,58.44,57.625
2015/12/22,57.045,5580046,56.86,57.295,55.965
2015/12/21,55.985,5315184,55.715,55.99,54.4928
2015/12/18,54.37,8509380,56.91,57.315,54.25
2015/12/17,57.53,7854106,60.83,60.88,57.455
2015/12/16,60.03,8175480,58.705,60.385,56.95
2015/12/15,57.49,7971090,57.98,58.995,57.33
2015/12/14,56.53,9654906,55.53,56.58,53.14
2015/12/11,55.29,12267426,57.305,57.765,55.16
2015/12/10,59.36,6777152,58.955,60.52,58.44
2015/12/09,58.53,12039326,60.52,61.56,57.485
2015/12/08,61.39,6755098,59.44,61.9558,59.365
2015/12/07,61.385,5765948,62.33,62.444,60.475
2015/12/04,62.145,7214988,58.645,62.5,58.3
2015/12/03,58.15,9392536,61.76,62.035,57.08
2015/12/02,61.275,5078374,62.53,63.37,60.955
2015/12/01,62.41,4867792,61.29,62.41,61.095
2015/11/30,60.61,3855390,61.605,61.6135,60.01
2015/11/27,60.995,1135098,61.21,61.44,60.45
2015/11/25,60.775,2329528,60.875,61.16,60.45
2015/11/24,60.64,5515508,59.65,61.095,58.715
2015/11/23,60.83,4702388,61.4,62.1,60.055
2015/11/20,61.325,4247204,60.97,61.5,60.8197
2015/11/19,60.13,4323648,60.14,60.9706,59.82
2015/11/18,60.04,8164158,57.425,60.2,57.2725
2015/11/17,56.785,9221636,56.935,57.98,56.325
2015/11/16,56.59,7710950,54.145,56.675,53.766
2015/11/13,54.325,8218122,56.995,57.1625,54.23
2015/11/12,57.72,5743240,58.68,59.575,57.59
2015/11/11,59.445,4198290,60.165,61.025,59.1475
2015/11/10,59.71,4112364,59.175,59.835,58.65
2015/11/09,60.135,6293286,61.415,61.664,58.99
2015/11/06,62.135,5676236,61.67,62.335,60.4453
2015/11/05,61.93,5924764,62.67,63.13,61.03
2015/11/04,62.48,6072844,63.075,63.25,61.735
2015/11/03,62.455,5146318,61.485,63.1677,61.2
2015/11/02,61.865,4601262,60.27,62.065,59.935
2015/10/30,59.825,5000824,60.735,61.05,59.82
2015/10/29,60.655,4144500,60.09,60.95,59.915
2015/10/28,60.88,8699450,59.77,60.92,58.2938
2015/10/27,59.5,4345052,58.635,59.7105,58.585
2015/10/26,59.115,4992432,58.865,59.44,58.2
2015/10/23,58.94,8501678,58.805,59.655,57.925
2015/10/22,54.415,10615062,52.655,54.545,52.215
2015/10/21,51.37,7347290,53.03,53.1808,51.22
2015/10/20,52.21,6037992,52.77,53.125,51.71
2015/10/19,53.09,6814574,51.915,53.175,51.625
2015/10/16,52.155,5526288,51.855,52.25,51.1015
2015/10/15,51.515,8897306,49.645,51.525,49.455
2015/10/14,49.115,7633288,49.34,50.085,48.48
2015/10/13,49.325,8846130,49.45,50.987,49.2
2015/10/12,50.31,6348932,50.27,50.605,49.715
2015/10/09,49.89,7298036,49.355,50.25,48.9636
2015/10/08,49.29,12140612,48.175,49.55,46.755
2015/10/07,48.695,10500352,48.78,49.035,46.88
2015/10/06,47.925,9573474,48.265,48.69,46.715
2015/10/05,48.62,8658598,47.585,48.92,47.2815
2015/10/02,46.5,13138096,42.43,46.555,42
2015/10/01,44.205,9120546,43.87,44.235,42.14
2015/09/30,43.595,13882140,42.59,43.8,42.1
2015/09/29,40.89,15208424,41.805,43.075,39.96
2015/09/28,41.505,14927780,44.79,44.87,41.105
2015/09/25,45.42,11810484,48.13,48.195,44.515
2015/09/24,46.55,12204928,45.705,47.09,44.5
2015/09/23,47.095,9310326,47.35,47.72,46.35
2015/09/22,47.02,11813376,46.915,47.45,45.64
2015/09/21,49.19,8340224,49.52,50.38,47.875
2015/09/18,48.775,11338076,48.595,50.51,48.4836
2015/09/17,50.93,10078934,50.735,53.175,50.25
2015/09/16,50.79,5832632,50.055,50.975,49.5
2015/09/15,49.955,6357922,48.63,50.445,48.0996
2015/09/14,48.27,7346180,49.25,49.265,47.74
2015/09/11,48.705,7900224,47.29,48.705,46.875
2015/09/10,47.93,10282508,46.255,48.865,46.0908
2015/09/09,46.445,11622762,49.77,49.795,46.06
2015/09/08,48.12,9375906,46.87,48.225,46.315
2015/09/04,44.355,11633268,44.05,45.2176,43.545
2015/09/03,45.89,9291600,47.23,48.14,45.56
2015/09/02,46.66,7480024,45.34,46.66,43.8455
2015/09/01,43.15,13042566,43.89,46.065,42.415
2015/08/31,47.455,8591340,48.475,49.275,47.1
2015/08/28,49.285,8902848,48.54,49.8,48.22
2015/08/27,49.325,20217260,47.9,49.425,46.165
2015/08/26,45.75,11802486,43.395,46.085,40.835
2015/08/25,39.98,11959118,44.75,45.565,39.8
2015/08/24,40.515,16304806,37.525,45.74,32.6515
2015/08/21,45.96,15709376,50.25,51.525,45.96
2015/08/20,52.49,12462964,55.6,56.1329,52.405
2015/08/19,57.2,9803102,57.75,58.72,56.18
2015/08/18,58.295,4540290,58.905,59.15,58.11
2015/08/17,59.24,5220866,57.375,59.285,56.95
2015/08/14,57.82,6082196,57.125,58.05,56.81
2015/08/13,57.51,5846414,58,58.825,57.18
2015/08/12,57.77,9337432,56.11,58.185,54.245
2015/08/11,57.265,7207202,58.575,59.285,56.29
2015/08/10,59.535,5546064,58.675,59.92,58.675
2015/08/07,57.59,6668886,57.375,57.985,56.14
2015/08/06,57.82,7293996,60.855,61.12,56.985
2015/08/05,60.735,5306278,60.33,61.89,60.135
2015/08/04,59.345,5877342,59.56,59.91,58.59
2015/08/03,59.73,6144756,60.32,60.779,58.5
2015/07/31,60.285,4543226,61.025,61.125,59.87
2015/07/30,60.47,5703080,59.215,60.76,58.15
2015/07/29,59.64,5068306,59.325,60.015,58.66
2015/07/28,58.98,6477700,58.285,59.305,56.865
2015/07/27,57.465,5021218,57.93,58.6925,57.1
2015/07/24,58.98,4434142,61.655,61.795,58.69
2015/07/23,60.705,4017916,61.62,62.19,60.25
2015/07/22,61.44,4505984,60.67,62.325,60.66
2015/07/21,63.525,3582190,63.8,64.0535,63.02
2015/07/20,63.7,3990850,63.52,64.39,62.87
2015/07/17,62.995,5969228,61.825,63,61.545
2015/07/16,60.24,5809198,59.375,60.4,59.02
2015/07/15,57.975,4942114,58.03,58.6,57.44
2015/07/14,57.7,4254470,56.885,58.2036,56.795
2015/07/13,56.565,4355374,55.175,56.78,55.165
2015/07/10,53.815,5133326,53.4,54.4,52.94
2015/07/09,51.425,5115294,53.655,53.7099,51.425
2015/07/08,51.575,7689384,53.215,53.42,51.26
2015/07/07,54.295,10424184,54.175,54.55,51.205
2015/07/06,54.02,5457444,53.355,54.925,53
2015/07/02,54.48,4391282,54.765,54.9382,53.885
2015/07/01,54.275,5881648,54.625,54.97,53.6
2015/06/30,53.185,7360096,53.68,54.025,52.595
2015/06/29,52.585,11396966,54.59,55.6,52.4755
2015/06/26,56.585,5492648,57.605,58.025,55.88
2015/06/25,57.655,3547336,58.685,58.8643,57.385
2015/06/24,58.035,3532966,58.715,59.46,57.981
2015/06/23,58.94,4785330,59,59.1,58.195
2015/06/22,58.795,5479736,58.795,59.315,58.405
2015/06/19,57.41,3521190,58.465,58.62,57.41
2015/06/18,58.3,6766304,56.405,58.66,56.37
2015/06/17,55.935,7001444,55.775,56.485,54.875
2015/06/16,55.47,4204430,54.39,55.755,54.35
2015/06/15,54.635,8368506,54.19,54.865,53.24
2015/06/12,55.4,5035594,55.915,56.275,55.2157
2015/06/11,56.845,4869294,57.14,57.615,56.535
2015/06/10,56.535,6436524,54.91,57.06,54.74
2015/06/09,54.38,6364208,54.25,54.95,53.135
2015/06/08,54.65,6012818,56.265,56.4,54.305
2015/06/05,56.375,5772604,56.555,56.955,55.335
2015/06/04,56.805,7661720,57.12,58.2079,56.23
2015/06/03,58.07,4874192,58.385,58.74,57.67
2015/06/02,57.565,5475014,57.485,58.425,56.6351
2015/06/01,58.095,5713302,58.495,58.595,56.72
2015/05/29,57.59,4418544,58.48,58.735,57.16
2015/05/28,58.58,3772576,58.655,59.07,58.065
2015/05/27,59.015,5592590,56.795,59.19,56.445
2015/05/26,56.305,5842880,57.91,58.15,55.61
2015/05/22,58.325,3324016,58.285,58.935,58.17
2015/05/21,58.485,3840276,57.3,58.705,57.04
2015/05/20,57.58,4627126,57.615,58.615,56.685
2015/05/19,57.485,4107118,57.875,58.12,57.215
2015/05/18,57.65,4602174,56.67,58.006,56.53
2015/05/15,56.95,6101964,57.405,57.61,56.52
2015/05/14,56.955,7363918,55.905,57.07,55.2802
2015/05/13,54.54,5505640,54.965,55.78,54.315
2015/05/12,54.26,7924070,53.985,55.055,52.755
2015/05/11,54.97,5783090,55.735,56.0799,54.86
2015/05/08,55.58,7429922,55.28,55.975,55.03
2015/05/07,53.615,7023522,52.655,54.06,52.52
2015/05/06,52.71,8882752,54.085,54.55,51.605
2015/05/05,53.86,11584942,55.905,56.215,53.725
2015/05/04,56.54,5489188,56.805,57.615,56.475
2015/05/01,56.34,7912764,54.77,56.39,54.75
2015/04/30,54.15,12772496,55.875,56.575,53.305
2015/04/29,56.82,8060750,56.955,57.9699,55.905
2015/04/28,57.925,7150560,58.42,58.75,56.475
2015/04/27,58.305,6706902,59.4,59.715,57.915
2015/04/24,58.68,5932648,58.21,58.965,57.9595
2015/04/23,56.47,5445412,55.27,57.19,55.215
2015/04/22,55.8,5070808,55.335,56.075,54.285
2015/04/21,54.91,5304646,55.18,55.44,54.73
2015/04/20,54.215,5920624,52.695,54.495,52.61
2015/04/17,51.895,7757992,52.89,53.3343,51.21
2015/04/16,54.44,3777210,54.26,54.73,54.005
2015/04/15,54.63,3971198,54.14,55.02,53.9
2015/04/14,53.68,7036190,54.025,54.4301,52.765
2015/04/13,54.145,4773180,54.695,55.51,53.955
2015/04/10,54.55,4722774,53.895,54.57,53.495
2015/04/09,53.905,4614762,52.87,53.945,52.295
2015/04/08,52.92,7037042,51.73,53.125,51.71
2015/04/07,51.69,4767112,51.865,53,51.685
2015/04/06,51.93,6283100,49.795,52.37,49.5874
2015/04/02,50.71,4605330,50.725,51.2,50.225
2015/04/01,50.625,7316944,51.425,51.425,49.625
2015/03/31,51.495,5176754,52.655,52.995,51.3948
2015/03/30,53.14,6294692,52.33,53.24,52.295
2015/03/27,51.295,4092400,50.705,51.71,50.495
2015/03/26,50.805,8184956,50.02,51.615,49.503
2015/03/25,51.225,7302058,55.355,55.4428,51.225
2015/03/24,55.07,3871998,55.625,56.42,55.04
2015/03/23,55.635,4123978,55.9275,56.375,55.63
2015/03/20,56.105,4366742,56.275,56.815,55.985
2015/03/19,54.965,4635590,54.89,55.375,54.625
2015/03/18,54.7,6955014,52.715,55.41,51.875
2015/03/17,53.17,4051738,52.42,53.3749,52.075
2015/03/16,52.875,4775612,51.49,52.9,51.3201
2015/03/13,50.925,8250998,51.455,52.065,49.96
2015/03/12,51.59,5093192,50.475,51.775,50.385
2015/03/11,50.62,9292804,51.665,51.905,50.55
2015/03/10,51.525,7968994,53.345,53.375,51.5
2015/03/09,54.545,4714036,54.41,54.93,53.725
2015/03/06,54.025,6233208,55.79,56.094,53.6438
2015/03/05,55.95,3844952,56.13,56.475,55.3015
2015/03/04,55.705,4858342,55.795,56.0243,54.765
2015/03/03,56.33,5332504,56.65,56.805,55.2688
2015/03/02,57.15,3706072,55.95,57.195,55.925
2015/02/27,55.65,3692728,56.33,56.43,55.3791
2015/02/26,56.395,4844464,55.71,56.4672,55.25
2015/02/25,55.55,4686108,55.705,56.365,55.185
2015/02/24,56,4346304,55.64,56.1649,55.135
2015/02/23,55.885,3282434,55.63,55.89,55.235
2015/02/20,55.665,3782044,54.485,55.775,53.9693
2015/02/19,54.615,3132462,53.675,54.695,53.65
2015/02/18,53.805,2935348,53.395,53.87,53.15
2015/02/17,53.575,3445228,53.42,53.665,53.035
2015/02/13,53.43,5030346,52.53,53.4412,52.25
2015/02/12,52.115,6361526,51.26,52.135,51.085
2015/02/11,50.355,5062522,49.975,50.66,49.67
2015/02/10,49.795,4962148,48.395,49.975,48.13
2015/02/09,47.52,3978354,47.475,48.23,47.225
2015/02/06,48.05,5143582,49.15,49.475,47.5151
2015/02/05,48.94,4176270,48.015,49.005,47.72
2015/02/04,47.675,5176880,47.2,48.64,46.91
2015/02/03,47.8,7586882,46.92,47.915,46.0892
2015/02/02,46.53,8256924,45.585,46.6,43.4905
2015/01/30,45.34,9079046,46.245,47.325,45.13
2015/01/29,46.405,7331458,44.945,46.6297,43.8
2015/01/28,45.1,7840414,47.995,48.15,45.07
2015/01/27,45.89,9278076,47.375,47.405,45.32
2015/01/26,49.74,4189600,49.7,49.9498,48.91
2015/01/23,49.85,5929072,49.52,50.295,49.07
2015/01/22,49.52,6765536,47.5,49.65,46.24
2015/01/21,46.9075,5558108,45.78,47.54,45.3201
2015/01/20,46.2,5902708,45.96,46.535,44.4205
2015/01/16,45.2,5895200,43.43,45.3079,43.215
2015/01/15,43.645,8149580,45.97,46.225,43.455
2015/01/14,45.45,8989468,44.695,46.065,44.17
2015/01/13,46.16,8308742,47.505,48.99,45.05
2015/01/12,46.2,6874612,47.985,48.11,45.82
2015/01/09,47.665,7553310,49.105,49.16,46.855
2015/01/08,48.65,6027626,47.21,48.925,47.05
2015/01/07,46.025,5711540,45.165,46.32,44.86
2015/01/06,44.32,7021642,46.315,46.5849,43.685
2015/01/05,46.15,5277928,47.625,47.8,45.75
2015/01/02,48.325,5090418,49.425,50.065,47.58
2014/12/31,48.725,4870954,50.505,51.125,48.505
2014/12/30,50.3,5156516,50.855,51.2199,50.0695
2014/12/29,51.36,2592278,51.21,51.64,51.1
2014/12/26,51.35,3585126,50.7,51.66,50.695
2014/12/24,50.33,1832524,50.385,50.855,50.2385
2014/12/23,50.225,4827382,51.27,51.275,49.98
2014/12/22,50.71,4591982,50.0925,50.75,50.005
2014/12/19,50.255,6446306,49.85,50.94,49.4995
2014/12/18,49.7,7759542,48.34,49.7,47.95
2014/12/17,46.305,7607142,44.03,46.72,43.875
2014/12/16,43.945,8835434,45.32,47.345,43.925
2014/12/15,46.24,9812884,48.38,48.9114,45.765
2014/12/12,47.6675,6398886,47.855,49.53,47.655
2014/12/11,49.3,5661232,49,51,48.965
2014/12/10,48.54,5581794,50.71,51.08,48.315
2014/12/09,51.01,7111170,48.725,51.085,48.21
2014/12/08,50.52,7029454,51.21,51.895,49.71
2014/12/05,51.635,4733550,51.905,52.105,51.295
2014/12/04,51.6,6408048,51.525,52.22,50.9755
2014/12/03,51.755,5496948,51.655,51.895,50.735
2014/12/02,51.29,5397774,50.995,51.675,50.635
2014/12/01,50.745,6502258,52.205,52.4595,50.22
2014/11/28,52.69,3023888,52.335,52.96,52.2051
2014/11/26,51.915,4392040,51.04,51.97,50.8751
2014/11/25,50.875,6289150,50.89,51.345,50.505
2014/11/24,50.71,5249750,49.92,50.73,49.78
2014/11/21,49.59,6369566,50.54,50.66,49.04
2014/11/20,49.235,4138700,47.945,49.335,47.825
2014/11/19,48.59,6196476,49.075,49.075,47.9
2014/11/18,49.215,4648516,48.285,49.425,48.28
2014/11/17,48.135,5889376,48.245,48.5799,47.475
2014/11/14,48.59,4777890,48.12,48.59,47.64
2014/11/13,48.145,7585604,47.795,48.685,47.49
2014/11/12,47.535,4000432,46.72,47.685,46.72
2014/11/11,47.275,4397734,46.9,47.28,46.51
2014/11/10,46.83,4306584,46.42,47.04,46.06
2014/11/07,46.355,4615060,46.75,46.8,45.66
2014/11/06,46.47,4048034,46.005,46.53,45.4674
2014/11/05,46.075,5777884,46.93,46.98,45.59
2014/11/04,46.08,5769004,46.055,46.42,45.11
2014/11/03,46.575,5861648,46.335,46.8932,46.16
2014/10/31,46.1,7345460,46.505,46.57,45.665
2014/10/30,44.275,6743596,43.415,44.585,43.125
2014/10/29,44,7474708,44.075,44.415,43.075
2014/10/28,44.535,6622148,43.15,44.535,43.0805
2014/10/27,42.63,5751808,42.245,42.81,41.7207
2014/10/24,42.47,7101806,41.69,42.57,41.25
2014/10/23,41.515,7059854,40.9,42.145,40.685
2014/10/22,39.7,7827246,40.705,40.855,39.62
2014/10/21,40.325,8817834,38.745,40.325,38.5
2014/10/20,37.4,6431690,35.725,37.465,35.56
2014/10/17,35.855,11000388,35.795,36.765,35.185
2014/10/16,34.505,13995494,32.86,35.315,32.825
2014/10/15,35.05,20203440,34.15,35.5249,32.625
2014/10/14,35.815,15418856,36.485,37.145,35.47
2014/10/13,35.75,11383282,37.35,38.1885,35.68
2014/10/10,37.505,12350680,39.83,40.545,37.505
2014/10/09,40.54,9264556,42.5,42.8,40.37
2014/10/08,42.665,8877928,40.415,43.035,39.66
2014/10/07,40.335,6760484,41.505,41.865,40.3
2014/10/06,42.115,6135292,42.73,43.08,41.725
2014/10/03,42.405,6403012,41.88,42.89,41.46
2014/10/02,41.165,9080222,41.14,41.545,39.6004
2014/10/01,41.185,8894956,42.915,43,40.78
2014/09/30,43.255,6420592,43.45,43.9195,42.6486
2014/09/29,43.095,4771446,41.94,43.415,41.87
2014/09/26,43.24,6176502,42.33,43.45,42.115
2014/09/25,41.9,8863152,44.275,44.455,41.86
